"","PON1","NRXN1","APOBEC2","AP3B2","CST5","GCGR","GFRA3","LMO1","CHRNA4","GABRR1","GAP43","SOD3","TMEM61","GHRH","PAK3","FRMPD4","STMN4","HCN4","ADCY2","SERPINA5","ASB4","SCG5","KCNMB2","MGAT4C","GRIA3","ATP1A2","HAND2","LCN12","SYNGR4","GRIN1","SCGN","MB","NEUROG1","DIRAS3","DSCAML1","KCNC1","PKIB","COL22A1","HAPLN2","SLC4A10","TTBK1","KCNK3","RIPPLY2","KCNJ4","RALYL","RXRG","CELF4","LHFPL5","MS4A8","RNF182","C2CD4B","GRIA2","DCX","CADM2","ZFR2","CPNE4","TCEAL5","CST2","HEPACAM","KCNA1","PCDHA8","NOVA1","PLP1","SNAP91","ONECUT2","KCNB1","C22ORF42","TAGLN3","EPHA8","PCDHB1","RGS8","GPC5","TMEM114","SYT13","GP2","VWC2L","CACNG2","COL20A1","GHSR","ZDHHC22","SOX1","AMER3","SPHKAP","C8ORF86"
"TCGA.75.6207.01A1",52,1,11,0,2,2,49,0,1,0,0,510,80,0,280,2,0,2,4,74,82,67,2,2,4,40,0,33,9,120,1,996,0,17,3,0,254,67,0,12,13,74,0,0,1,17,26,23,21,9,39,0,2,0,2,305,0,21,0,1,3,194,2,1,289,7,0,0,0,1,1,3,0,21,0,0,0,1,0,2,1,0,1,0
"TCGA.95.A4VK.01A1",113,2,24,80,31,3,392,9,3,5,2,845,332,0,289,2,0,381,27,75,56,81,1,1,8,137,0,376,17,97,0,175,0,154,274,3,244,671,8,5,17,645,0,0,0,12,84,49,23,30,34,6,0,0,4,515,1,247,3,1,27,26,3,21,44,11,0,1,0,0,2,57,0,686,0,9,0,1,2,0,0,0,0,0
"TCGA.MN.A4N1.01A1",168,5,11,3,37,3,2424,3,5,9,6,2618,346,0,12,0,1,11,13,1,21,506,15,8,11,18,0,526,35,163,10,1099,0,427,69,12,78,315,8,25,13,69,0,2,3,4,103,1,57,1,257,50,0,357,460,148,0,146,0,0,8,3,0,2,34,5,0,34,3,0,5,55,10,4,0,5,0,24,0,392,1,8,0,0
"TCGA.62.A46P.01A1",7,0,3,13,4,1,677,0,0,0,1,5045,154,1,473,0,3,16,104,75,27,90,1,0,1,79,0,298,0,300,3,200,0,37,21,2,63,12,2,4,53,726,0,0,0,9,67,0,31,11,1785,0,0,2,2,4,0,3,0,0,10,56,0,3,133,80,0,1,1,3,0,5,0,0,11148,0,0,0,0,0,49,0,0,0
"TCGA.97.A4M7.01A1",24,13,61,26,68,39,9734,11,1,8,4,4426,35,0,66,10,0,172,79,34,27,557,103,6,4,383,8,140,4,148,139,407,0,343,135,6,702,220,3,18,82,458,0,17,2,78,108,8,1530,40,203,18,0,3,40,156,33,154,8,55,7,419,13,7,1289,66,4,40,4,17,5,28,4,9,1,8,0,21,0,3,0,2,9,0
"TCGA.55.6971.01A1",16,2,7,13,6,9,115,1,1,0,2,1130,95,0,1266,1,2,65,34,17,12,650,2,6,13,24,0,81,3,33,0,234,0,92,133,2,327,88,0,82,55,327,0,2,0,28,319,7,7,23,98,1,2,74,5,143,5,11,1,0,1,310,0,11,21,9,0,2,16,5,8,123,0,427,23,0,0,9,0,0,0,0,0,0
"TCGA.MP.A4TC.01A1",462,0,2,27,0,5,16,0,0,1,20,1726,198,0,219,2,2,16,61,16,126,894,0,3,20,6,8,56,23,498,0,442,0,42,69,1,601,448,1,6,26,17,0,0,0,4,114,0,13,15,209,6,2,25,0,416,0,18,2,1,0,212,2,1,85,5,0,4,4,0,4,84,4,0,0,3,0,0,0,0,0,0,0,0
"TCGA.50.6590.01A1",1,1,3,21,3,2,17,7,1,23,23,586,5,0,27,1,0,42,6,1494,5,161,0,5,15,10,3,11,1,73,0,166,0,6,5,2,47,92,1,2,23,364,0,1,0,3,16,3,0,3,15,0,0,2,325,3,0,11,1,0,2,7,2,4,61,6,0,1,6,1,7,3,0,821,2,1,0,0,1,2,0,0,0,1
"TCGA.05.5715.01A1",5,2,2,13,13,0,1063,1,0,0,9,1396,76,0,8,0,1,2,3,10,37,100,2,2,1,26,0,2,189,46,0,1610,0,46,23,0,185,469,0,7,82,165,0,1,0,37,4,12,34,15,391,3,11,4,1,71,0,335,0,0,0,65,1,7,277,1,1,0,1,0,1,27,2,11,1,1,1,1,0,0,40,0,1,0
"TCGA.97.8175.01A1",23,1,31,24,15,18,32,3,1,0,23,2565,679,0,103,0,0,42,3,1801,13,2293,0,4,10,13,2,64,15,60,0,1333,0,104,81,2,10604,957,0,85,23,234,0,0,0,20,113,10,1,15,243,40,1,5,5,247,0,151,0,0,7,657,1,0,228,0,0,2,2,1,4,28,2,90,10,0,0,0,1,0,0,0,0,0
"TCGA.86.8674.01A1",3,0,0,11,2,0,2011,12,2,1,6,2173,74,0,2164,0,0,1028,10,8,0,24,1,3,5,17,0,416,2,65,1,281,0,17,42,0,30,37,0,1,13,548,0,0,1,4,184,165,2,10,60,1,2,1,8,21,0,40,0,1,1,42,5,0,27,20,0,0,0,0,1,475,0,4,2,0,0,0,0,0,0,0,0,0
"TCGA.73.4666.01A1",126,1,6,23,5,2,16,0,0,1,11,431,26,0,466,0,0,0,12,191,374,236,0,9,9,23,1,32,30,480,1,1114,0,76,8,1,1780,37,8,16,23,129,0,0,2,21,20,4,12,23,23,32,3,26,9,153,0,16,1,1,0,412,3,0,183,1,0,8,3,0,6,15,2,3,0,4,0,3,2,5,0,0,0,0
"TCGA.35.3615.01A1",26,7,55,8,13,3,27,4,0,0,44,1620,90,0,2040,7,0,1298,165,9,21,154,9,6,4,177,1,227,1,57,1,501,0,23,15,3,168,59,5,15,13,1029,0,0,0,23,49,21,127,20,26,0,0,12,9,165,2,136,0,1,11,16,6,2,462,759,0,5,1,3,5,245,0,1,1,0,1,0,0,2,0,3,0,0
"TCGA.55.6979.01A1",34,0,30,74,5,1,212,4,0,1,6,808,228,0,21,3,0,84,16,249,42,98,0,3,0,11,0,31,23,27,0,522,0,61,52,3,1279,606,0,12,23,194,0,3,0,15,25,10,21,25,297,1,0,15,277,322,1,438,1,0,2,7,1,4,3,7,0,3,3,5,16,40,0,150,3,2,0,0,0,3,11,0,0,0
"TCGA.91.6831.01A1",18,8,4,3,0,0,1879,10,0,0,42,1054,100,0,10,0,1,1,27,42,10,114,4,13,7,0,11,17,1,84,0,265,0,10,4,7,310,84,0,6,52,2628,5,1,1,8,95,6,0,67,158,1,0,3,10,4,0,42,0,0,1,10,0,17,106,0,0,9,2,2,8,56,0,5,40,0,0,0,0,0,0,0,0,3
"TCGA.67.6215.01A1",21,5,21,18,28,0,98,0,17,3,3,391,200,0,49,1,1,10,4,17,6,114,0,0,11,82,0,55,8,306,0,126,0,213,6,1,458,37,11,18,46,576,0,2,0,87,533,18,13,35,203,2,2,4,1,21,2,113,0,1,1,10,2,0,156,3,0,1,3,7,3,7,4,4,3,0,0,74,0,1,0,0,1,0
"TCGA.44.6779.01A1",1,5,3,1,0,0,6,24,0,0,12,374,43,0,23,0,0,1,4,75,3,31,0,1,4,20,7,4,6,146,0,94,0,2,2,0,635,203,1,5,9,18,0,0,0,2,23,4,0,2,6,2,1,2,1,0,0,1,0,1,0,4,6,1,7,57,0,0,0,0,1,10,0,6,0,0,0,0,3,0,0,0,1,0
"TCGA.95.A4VP.01A1",23,4,20,34,10,4,23690,10,4,0,10,2832,283,0,389,0,12,1,10,188,34,506,4,7,18,100,1,295,1,121,3,1399,0,63,108,3,71,90,2,9,21,1953,4,0,0,79,52,2,10,74,2050,0,0,0,7,15,0,13,2,0,5,76,11,15,42,10,0,1,3,4,1,49,0,3287,153,0,0,0,0,1,0,0,2,0
"TCGA.78.7154.01A1",23,12,8,61,7,0,1211,11,1,1,5,980,23,0,15,0,0,95,6,559,9,2190,4,4,5,47,0,81,25,178,519,247,0,113,7,3,338,562,3,6,3,429,98,0,0,18,65,3,65,30,123,1,7,7,1,71,2,28,0,2,3,95,0,9,3314,12,1,1,5,2,3,12,0,6320,481,0,0,4,0,1,0,0,1,3
"TCGA.62.8402.01A1",11,1,4,5,2,6,15635,23,1,0,1,2149,197,0,17,0,0,0,10,17,25,853,17,1,16,0,0,99,11,5,39,122,0,25,101,0,13,53,0,33,33,1,0,2,0,47,40,20,5,194,586,1,0,42,0,8,149,16,0,3,5,8,0,0,184,3,0,11,1,3,0,13,0,4664,0,2,0,1,0,992,1,0,0,0
"TCGA.05.4389.01A1",15,16,13,108,12,1,839,2,0,2,21,1547,92,0,17,0,0,360,40,30,10,1661,27,34,6,16,0,87,94,30,1,827,1,28,20,1,1177,217,1,53,23,471,0,5,1,15,249,26,15,18,37,7,3,15,0,261,11,245,1,0,0,301,1,219,395,20,0,5,2,3,8,47,1,6871,0,5,0,2,0,3,0,3,1,0
"TCGA.97.7553.01A1",130,24,20,39,30,6,293,1,4,0,8,3089,30,0,63,3,0,31,28,42,42,71,33,12,25,241,3,18,2,43,5,34,0,74,79,1,396,30,0,17,32,2079,0,0,0,240,55,0,545,146,234,2,2,5,10,160,1,2,3,10,5,86,15,4,23,49,0,6,0,8,11,85,0,12,5,0,0,0,0,3,0,0,3,0
"TCGA.75.6206.01A1",20,1,4,9,8,0,3065,0,2,1,6,2700,40,0,179,3,0,98,737,3,23,422,3,1,7,140,0,120,2,31,4,26,0,17,7,2,68,121,1,3,15,478,0,0,0,8,113,1,15,17,15,0,1,0,2,208,0,259,0,0,2,12,1,0,21,4,0,1,1,2,1,28,0,73,0,0,0,0,0,0,0,0,0,0
"TCGA.05.4410.01A1",80,7,3,13,4,2,161,0,2,13,2,604,9,1,17,7,2,9,39,15,32,400,25,0,3,149,1,63,4,85,2,208,0,27,863,1,46,33,0,4,12,137,0,2,0,8,75,11,362,9,64,4,3,7,2,271,2,32,0,17,0,15,15,4,42,23,0,8,0,0,5,23,0,6,0,0,0,1,0,0,0,1,0,0
"TCGA.86.A456.01A1",189,0,324,303,26,4,160,1,1,0,1,2517,303,0,27,2,0,4,24,3,25,1341,3,3,0,100,0,121,39,13,2,747,0,159,11,1,223,50,0,17,25,368,0,2,0,33,74,10,69,42,156,1,0,18,5,743,0,265,0,1,4,37,7,0,227,6,0,0,0,2,2,46,0,7,0,0,0,1,1,1,0,0,0,0
"TCGA.49.4507.01A1",78,2,1,73,7,156,21,234,0,0,30,1818,293,0,44,0,1,20,9,289,1,413,21,3,5,24,0,222,31,55,0,778,0,8,7,1,3253,253,13,17,46,120,1,5,0,2,324,66,1,8,44,2,0,151,5,450,2,111,3,0,2,40,1,11,28,2,0,2,1,4,5,23,0,664,0,0,0,9,0,0,0,2,0,0
"TCGA.50.5044.01A1",15,1,5,21,6,1,133,3,1,0,12,465,55,0,196,1,0,10,51,39,13,484,5,7,6,34,2,17,5,7,0,31,0,73,7,0,1539,156,5,4,11,627,0,2,0,25,42,1,103,27,37,0,9,4,9,13,4,162,0,2,1,33,6,37,130,92,1,637,1,3,1,6,0,32,0,1,0,1,0,0,0,0,1,0
"TCGA.44.2668.01A1",37,2,3,23,1,1,14,15,1,2,30,759,36,0,51,1,0,4,17,370,14,212,5,117,68,20,1,15,4,181,1,398,0,18,452,2,575,101,1,13,24,71,0,4,0,3,12,21,6,19,47,4,0,103,2,14,1,6,1,7,10,203,3,2,64,21,0,3,1,6,12,10,2,15,0,4,4,2,2,2,0,2,1,1
"TCGA.49.AAR2.01A1",86,2,3,15,3,1,5224,1,8,149,11,1328,23,0,24,1,6,9,11,460,5532,581,1,49,4,5,2,836,23,94,0,13,0,617,6,2,163,43,10,5,12,452,0,1,0,4,55,18,13,9,356,11,2,21,4,153,2,12,1,0,3,10,1,1,7,3,0,6,4,1,1,3,0,21,44,3,0,4,0,1,0,1,0,0
"TCGA.4B.A93V.01A1",49,6,1,2,1,13,22229,0,3,0,3,792,5,2,874,0,13,0,99,39,5,3285,8,0,9,8,2,706,11,581,11,383,0,5,1,2,247,55,3,5,17,166,0,0,0,64,581,0,26,4,2635,4,0,6,3,66,1,0,0,0,1,724,47,1,120,1,0,0,1,1,1,2,0,0,1,0,0,15,0,1,1,1,0,4
"TCGA.44.3917.01A1",59,3,5,3,0,13,65,0,1,0,0,234,8,0,839,0,0,3,11,5,644,3250,28,65,23,9,3,28,3,79,118,74,0,30,6,0,931,27,2,267,4,175,0,0,0,3,196,1,75,3,332,5,0,379,6,15,0,0,0,4,7,253,0,0,353,1,0,0,0,52,3,461,0,4,1,12,0,5,0,0,0,1,0,2
"TCGA.55.8616.01A1",64,16,7,23,6,1,59,2,3,5,4,1464,113,0,24,8,1,21,86,47,8,118,37,5,18,240,1,40,15,42,40,704,0,50,94,5,244,42,11,4,6,122,0,0,0,1140,92,3,1256,8,317,6,2,39,13,146,3,94,12,18,0,120,23,9,3,111,0,16,1,7,1,94,0,35,94,2,0,1,5,3,1,1,5,0
"TCGA.86.8358.01A1",4,2229,8,1710,4,4,1059,6,13,13,376,510,252,0,168,0,21,493,71,40,49,2510,61,124,3,21,21,33,7,75,2726,103,0,30,383,840,1459,872,16,563,126,3510,106,1,12,17,1654,346,363,1508,644,2882,4,211,50,356,78,81,1,416,7,2355,0,647,1040,248,0,308,376,146,21,85,6,4247,215,34,149,4,0,389,0,169,1,10
"TCGA.67.6216.01A1",304,3,7,76,24,1,51,0,0,2,10,1302,131,0,223,0,0,3,8,15,53,293,3,2,8,31,0,92,3,9,0,413,0,1124,158,3,360,17,2,5,2,68,0,0,0,290,18,8,13,16,100,12,0,63,2,247,2,76,0,1,4,683,3,15,13,11,0,1,1,12,0,5,0,2,4,2,0,0,0,0,0,0,2,0
"TCGA.97.A4M0.01A1",808,4,7,40,47,30,63,4,2,0,1,1012,30,0,40,0,0,21,20,20,24,79,7,6,13,143,0,384,6,100,0,298,0,236,289,1,416,978,10,27,28,127,0,0,0,23,37,8,55,21,53,3,0,10,6,80,2,50,3,0,28,8,3,3,50,21,0,2,21,4,7,25,4,4,0,0,0,4,0,0,142,2,1,0
"TCGA.05.4433.01A1",4,8,9,7,5,0,20,2,2,0,4,645,42,0,40,4,0,2,11,924,49,249,4,5,3,71,0,5,2,13,0,16,0,10,11,0,1039,47,0,6,9,314,0,0,3,67,10,7,1177,26,84,1,4,9,8,31,1,10,0,1,1,10,0,0,1086,8,0,2,0,2,2,16,0,4149,315,0,0,0,0,0,0,0,1,0
"TCGA.64.1680.01A1",47,6,4,56,18,0,21,2,0,6,1,1483,127,0,254,3,2,5,21,3,25,802,25,0,2,51,0,57,7,15,4,254,0,1124,16,1,257,15,0,10,16,275,0,0,0,21,27,12,624,37,5,3,1,15,15,66,2,50,1,12,0,78,11,0,8,20,2,3,1,12,0,18,2,8,2,0,0,0,0,0,0,21,0,0
"TCGA.86.8075.01A1",20,7,20,23,53,3,687,5,2,23,101,4013,148,0,94,1,2,765,160,24,32,732,10,1,31,66,5,32,47,21,1,1087,0,301,42,1,1372,2056,1,12,30,179,4,1,0,42,289,43,215,20,206,9,1,34,5,425,30,219,4,6,23,297,8,7,50,37,2,1,8,15,13,32,2,265,0,3,0,3,0,1,5,5,0,0
"TCGA.49.6744.01A1",60,0,42,18,25,6,702,17,1,2,39,1636,60,0,34,7,1,21,32,103,21,168,5,4,8,207,10,15,10,63,1,207,0,56,33,0,472,159,1,17,28,1142,0,0,0,42,61,2,24,71,86,0,0,3,340,205,2,121,2,4,2,42,4,1,39,31,0,0,6,0,3,80,9,215,0,1,1,1,0,0,15,0,5,0
"TCGA.50.5941.01A1",13,3,8,12,7,0,315,1,0,0,4,1809,51,0,20,2,0,5,18,86,15,68,2,4,15,61,0,7,11,5,0,92,0,25,13,2,222,90,0,3,21,389,0,1,2,23,31,9,40,24,124,1,0,9,10,99,3,13,1,2,1,15,0,6,113,4,0,7,0,3,23,21,1,3,0,0,0,0,0,1,0,0,0,0
"TCGA.62.8394.01A1",43,2,12,15,33,10,698,7,2,194,10,2206,122,0,12,11,2,21,265,44,99,471,7,2,11,30,0,51,106,47,1,1237,0,123,358,3,113,679,2,53,31,343,0,3,0,80,61,10,90,28,486,3,0,4,90,330,1,168,0,0,15,188,1,3,290,12,1,4,23,23,0,15,1,370,0,0,0,2,1,5,12,0,2,0
"TCGA.50.5944.01A1",59,12,23,71,114,0,362,1,0,1,4,3149,161,0,113,76,0,118,150,3,98,59,9,3,9,217,1,23,11,9,0,33,0,403,34,1,75,32,2,7,6,275,0,0,0,23,74,4,154,79,28,12,1,55,3,217,0,80,0,3,4,67,17,1,15,21,0,1,3,5,9,51,10,9,0,0,0,1,0,2,0,1,15,0
"TCGA.78.7633.01A1",126,4,15,123,5,0,1717,3,0,4,1,5586,131,0,955,28,0,414,2372,0,156,981,13,4,2,596,0,575,2,26,10,30,0,104,27,6,47,8,7,11,21,3420,1,0,1,53,181,11,4,128,71,1,0,16,7,44,0,21,1,0,5,71,1,0,17,6,0,4,1,1,0,480,0,533,0,0,0,0,0,1,0,0,1,0
"TCGA.73.7499.01A1",64,27,82,7,5,2,15,7,0,2,25,833,78,1,47,0,5,28,57,105,33,238,44,1,2,140,15,47,26,75,1,2619,0,196,31,4,427,129,3,17,42,47,0,0,0,32,104,8,1258,31,119,3,0,53,16,578,1,173,3,27,24,136,88,16,63,16,5,34,1,81,10,12,1,39,0,2,1,1,0,0,2,0,5,0
"TCGA.55.6968.01A1",9,1326,2,3315,0,10,728,30,0,10,8,535,199,9,23,23,0,71,15,75,49,967,526,81,4,2,0,33,25,136,16,581,0,17,90,396,743,2011,15,87,28,4883,73,0,559,63,922,156,2873,1333,405,0,7,30,488,243,1,5,0,2160,3,371,3,49,501,79,0,1795,625,11,53,25,1,1071,346,159,13,1,0,453,5,485,30,2
"TCGA.50.6594.01A1",18,5,13,136,5,0,2,28,0,2,63,1348,0,0,199,0,0,1,15,1060,2,123,1,1,3,20,0,20,25,0,2,101,0,23,13,0,215,127,0,7,6,47,0,4,0,1,154,7,0,6,4,8,3,1,726,144,168,50,0,0,0,101,2,0,33,18,0,1,6,0,6,6,0,1122,0,0,0,0,0,0,0,1,0,3
"TCGA.78.7143.01A1",234,2,21,92,9,3,310,1,2,1,3,1289,223,0,8,7,1,50,31,23,175,479,3,5,16,42,1,92,15,186,0,226,0,475,99,5,763,1623,3,16,33,178,0,3,1,65,88,44,300,16,101,15,0,60,80,219,4,4,0,0,13,385,2,6,228,79,0,6,4,16,2,20,0,68,1,3,0,1,0,0,332,1,1,0
"TCGA.55.7727.01A1",71,1,134,8,1,0,1068,1,0,0,0,324,35,0,17,1,0,4,3,15,35,528,0,0,1,28,1,10,3,55,0,97,0,133,4,0,205,7,3,9,0,88,0,1,0,28,55,2,16,13,30,2,0,9,1,120,0,21,2,0,5,126,0,8,21,3,0,0,0,2,4,50,0,2,0,0,0,0,0,0,0,1,0,2
"TCGA.55.1596.01A1",8,1,1,127,1,0,602,0,0,8,6,343,21,1,50,0,0,3,11,1192,3,721,16,1,4,61,0,49,46,75,1,34,0,7,12,2,63,98,3,8,10,1714,0,15,0,4,21,30,166,5,89,16,1,1,13,42,1,33,0,3,1,4,0,2,21,9,1,3,9,0,3,0,0,16,105,0,0,3,1,0,0,0,0,0
"TCGA.50.6592.01A1",7,0,1,234,0,23,7,2,0,0,7,711,21,0,16,2,0,5,23,99,4,1714,2,30,16,6,2,80,12,24,1,641,0,47,11,9,811,614,4,46,37,127,25,2,0,1,98,59,2,9,27,10,0,177,1,959,0,25,0,1,39,245,2,27,1169,49,0,0,3,21,3,8,0,37,0,0,0,18,1,5,0,0,0,0
"TCGA.55.A492.01A1",40,4,11,11,37,0,1939,9,0,0,0,3694,11,1,832,6,0,39,23,6,97,249,4,0,2,211,2,523,5,37,7,283,0,65,17,4,168,15,8,6,4,1592,3,0,0,42,34,2,17,21,71,0,1,3,3,395,3,49,0,0,1,37,11,1,7,18,0,6,3,3,0,47,0,23,57,1,0,1,0,0,0,0,5,0
"TCGA.L4.A4E5.01A1",57,1,35,178,3,8,172,2,4,0,12,1031,422,0,18,1,0,5,13,2,63,49,4,1,7,20,0,73,13,220,0,31,3,42,18,0,150,86,9,7,15,149,0,0,1,10,92,20,76,11,92,12,0,148,6,31,0,23,0,0,1,12,4,2,146,607,0,4,2,2,4,6,0,3,0,0,0,118,0,1,0,1,1,0
"TCGA.86.7701.01A1",4,3,5,6,2,9,2081,3,0,2,7,370,40,0,225,2,2,6,4,31,12,484,11,0,0,40,0,44,1,15,1,395,0,9,23,1,110,67,1,51,10,55,0,0,0,4,5,6,33,11,103,0,0,1,2,15,1,71,0,0,0,17,1,2,18,4,0,0,0,1,1,2,0,37,52,1,0,0,0,1,28,0,0,2
"TCGA.44.6774.01A1",5,3,9,15,0,0,936,6,0,1,94,2994,1,0,85,1,0,1,56,12,143,635,2,1,10,26,84,6,3,21,0,10,0,31,10,5,177,165,0,4,28,61,1,0,0,2,39,0,43,21,33,2,0,4,4,9,4,92,0,31,2,15,2,13,42,49,0,1,1,0,2,80,0,2,0,2,0,0,0,133,1,0,0,0
"TCGA.MP.A4T4.01A1",123,4,85,129,2,5,30,2,0,0,42,1328,110,1,40,0,2,4,50,23,15,277,20,1,4,56,4,110,21,627,1,226,0,47,17,2,186,140,2,9,40,57,0,0,0,7,105,12,426,3,32,1,0,2,9,120,4,110,2,5,1,16,17,6,119,21,0,2,2,7,24,4,1,2,0,1,0,3,0,1,0,0,1,0
"TCGA.99.AA5R.01A1",49,25,30,30,34,9,196,1,3,4,1,4077,30,1,43,11,4,6,8,43,47,130,17,4,12,478,8,59,5,17,0,149,1,103,101,4,103,73,23,8,17,4162,0,0,0,262,85,1,13,249,259,2,1,24,12,139,4,1,1,4,9,47,15,30,31,39,0,1,1,4,2,66,1,8,2,4,0,3,0,2,0,0,31,1
"TCGA.44.A47G.01A1",332,1,5,21,7,8,71,0,0,1,23,3976,95,0,71,1,1,23,23,86,15,2488,7,2,2,75,0,290,8,55,2,231,0,35,717,2,1185,151,1,12,13,189,0,0,0,15,50,3,311,28,90,11,0,0,7,87,1,74,0,2,0,71,5,8,56,30,1,1,1,4,7,5,12,0,2,0,0,0,0,1,0,0,0,0
"TCGA.55.8507.01A1",24,0,7,31,5,2,3050,0,2,2,12,1249,37,0,97,1,0,4,4,15,15,332,12,2,15,55,1542,122,6,17,4,356,0,37,7,6,67,32,1,15,15,924,4,2,0,94,61,13,79,64,624,3,0,4,7,106,2,1,2,2,2,15,0,1,31,7,0,24,3,2,1,61,1,11,298,0,0,2,0,1,2,0,1,0
"TCGA.91.7771.01A1",31,7,7,127,9,0,1268,1,7,89,11,3260,30,0,165,2,1,178,71,73,59,86,40,15,21,298,0,122,1,4,2,133,0,203,57,2,148,1341,0,37,26,1091,0,0,0,25,101,4,226,60,35,0,0,1,6,63,1,74,3,1,7,33,7,8,130,11,0,3,6,12,4,247,5,146,891,0,0,1,0,2,0,3,0,0
"TCGA.78.7539.01A1",52,0,26,1,20,5,1094,2,0,97,2,13676,398,1,20,0,1,3,15,2,12,1227,20,1,1,55,0,103,9,139,1,49,0,126,888,1,358,389,4,27,82,198,0,0,0,98,135,74,2,28,76,6,0,6,8,56,0,281,1,0,0,31,3,23,139,7,1,0,2,0,25,281,5,1172,0,4,0,1,0,1,0,0,0,0
"TCGA.95.7039.01A1",59,3,7,5,15,0,50,0,1,3,7,2174,23,1,6,0,0,2,7,3,13,360,2,0,5,92,1,26,17,631,0,40,0,20,5,0,74,28,1,2,2,383,0,0,0,13,84,4,9,18,65,0,0,0,654,5,2,209,0,1,3,30,7,1,31,7,0,1,0,1,2,8,1,1,0,2,0,0,0,2,0,0,0,0
"TCGA.97.A4M6.01A1",3,6,7,40,30,20,2990,10,0,2,28,1953,105,0,100,7,3,117,126,82,2,201,18,5,21,82,26,108,11,20,6,43,0,261,34,0,277,1244,5,10,34,151,0,1,1,56,24,15,360,32,122,0,6,40,8,57,1,213,3,0,1,345,16,21,15,18,0,0,2,1,9,15,3,27,0,7,0,1,0,1,98,1,0,0
"TCGA.44.6778.01A1",42,158,10,515,15,1,553,2,3,10,242,1078,46,1,324,15,541,84,10,17,15,564,13,189,5,107,1,57,2,134,645,88,0,43,35,133,129,30,3,21,319,2580,31,0,0,118,885,32,59,976,115,3,7,40,15,15,59,0,1,0,21,700,6,23,426,40,0,859,87,37,10,30,0,2158,289,1,0,3,0,118,1,2,15,0
"TCGA.69.7761.01A1",21,1,9,5,8,16,6,0,0,0,23,611,4,0,57,1,0,247,55,2966,20,127,2,2,11,57,0,61,2,28,44,16,0,78,17,3,382,1295,4,30,34,73,0,0,2,2,27,12,232,25,85,3,27,160,3,32,1,234,1,1,0,6,3,1,6766,2,0,0,0,0,13,7,3,9375,0,0,1,0,3,0,0,0,0,0
"TCGA.62.A46V.01A1",165,3,15,1009,60,3,7,6,5,3,42,5168,113,0,66,0,2,16,26,33,37,959,1,0,10,17,1,203,63,311,4,480,0,201,12,3,199,191,6,0,39,17,0,0,0,7,335,20,4,12,12,5,0,17,4,74,0,53,0,1,6,2033,2,3,664,26,0,2,2,2,5,2,1,8,2,4,0,42,0,0,0,113,0,0
"TCGA.97.7552.01A1",15,37,12,37,27,2,94,1,2,1,9,1142,79,0,126,17,0,55,78,322,30,71,43,11,27,529,2,18,1,15,12,158,0,148,94,2,759,143,0,20,25,836,0,0,1,74,12,8,2949,75,171,3,12,3,5,55,9,55,3,33,1,78,30,21,1323,81,0,26,0,21,4,71,0,6587,49,2,0,0,1,0,0,0,3,0
"TCGA.86.8669.01A1",10,2,7,10,0,1,6538,0,1,1,1,420,55,0,51,1,3,0,15,46,4,1721,12,4,2,49,0,7,2,5,3,106,0,21,16,2,277,84,3,16,11,413,2,0,0,11,92,3,25,15,117,1,4,3,0,34,4,27,0,1,1,28,1,166,30,4,1,0,1,1,2,7,3,23,894,0,0,0,0,1,0,2,0,0
"TCGA.75.5146.01A1",66,9,13,2,153,0,398,1,1,0,1,2255,118,0,61,3,0,2,31,17,27,75,15,2,15,133,3,13,4,8,0,99,0,206,40,2,319,11,1,15,5,519,2,0,0,27,175,1,257,69,67,1,0,9,3,42,0,30,0,2,0,15,11,21,16,8,0,5,2,11,1,267,1,6,0,1,0,0,0,0,0,0,1,1
"TCGA.75.7031.01A1",2,6,5,4,0,4,584,1,1,44,2,469,69,0,126,0,1,5,3,49,2,348,2,21,2,8,0,28,0,65,7,2411,0,5,3,2,728,105,7,16,8,356,1,3,0,18,34,0,68,17,94,1,2,26,0,12,0,9,0,1,2,122,1,23,7,3,0,0,1,1,1,69,0,17,3,0,1,0,0,0,0,0,1,1
"TCGA.55.7903.01A1",94,0,591,94,2,1,76,1,0,1,3,1227,249,1,13,1,0,1,2,16,7,140,3,1,7,23,0,63,7,40,1,427,0,64,11,0,252,18,5,1,23,124,0,0,0,20,37,32,1,11,119,1,0,74,3,92,3,20,1,0,4,393,0,0,0,66,0,1,0,7,3,11,3,0,0,1,1,3,0,1,0,1,0,0
"TCGA.55.8615.01A1",495,8,2,5,1,15,2205,90,0,3,0,286,630,0,1607,0,0,1,10,13,8,1125,10,0,1,24,0,755,42,137,4,1014,0,1,113,1,343,60,4,61,65,281,0,3,0,16,65,15,56,5,367,0,0,3,0,189,0,35,0,1,15,4,1,0,16,1,1,17,0,4,1,1,1,9740,11,0,0,1,0,1,0,0,0,0
"TCGA.55.6984.01A1",4,3,4,8,0,1,37,1,0,0,18,1783,20,0,7,0,0,10,7,252,8,21,6,0,3,30,0,12,1,6,2,26,0,24,9,2,551,245,2,8,3,84,6,5,0,4,16,4,587,10,146,0,13,2,2,6,1,25,0,3,8,26,1,1,2769,5,0,5,0,4,1,1,3,6813,2,0,1,1,0,1,0,1,0,0
